#dist_cut	num_seqs	num_clusters	num_clusters(recip_simpson_index)	avg_intra_clust_phylo_dist_phylum(norm_shannon_index)	avg_inter_clust_phylo_dist_phylum(norm_shannon_index)	avg_intra_clust_phylo_dist_order(norm_shannon_index)	avg_inter_clust_phylo_dist_order(norm_shannon_index)	avg_silhouette_width	avg_inter_clust_dist	avg_intra_clust_dist	dunn_index
0	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.01	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.02	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.03	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.04	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.05	6	6	6	0	0	0	0.512802823767298	1	0.947178066666666	0	0.14227425
0.06	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.07	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.08	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.09	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.1	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.11	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.12	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.13	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.14	6	6	6	0	0	0	0.512802823767298	1	0.947178066666667	0	0.14227425
0.15	6	5	4.5	0	0	0	0.602793950417635	0.6	1.08690485	0.02845485	1.35699436124246
0.16	6	5	4.5	0	0	0	0.602793950417635	0.6	1.08690485	0.02845485	1.35699436124246
0.17	6	5	4.5	0	0	0	0.602793950417635	0.6	1.08690485	0.02845485	1.35699436124246
0.18	6	5	4.5	0	0	0	0.602793950417635	0.6	1.08690485	0.02845485	1.35699436124246
0.19	6	4	3	0	0	0	0.720815680308939	0.582406961777174	1.25442358666667	0.0477484566666667	1.13838832975893
0.2	6	4	3	0	0	0	0.720815680308939	0.582406961777174	1.25442358666667	0.0477484566666667	1.13838832975893
0.21	6	4	3	0	0	0	0.720815680308939	0.582406961777174	1.25442358666667	0.0477484566666667	1.13838832975893
0.22	6	4	3	0	0	0	0.720815680308939	0.582406961777174	1.25442358666667	0.0477484566666667	1.13838832975893
0.23	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.24	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.25	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.26	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.10866303541189
0.27	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.28	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.29	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.3	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.31	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.32	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.33	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.10866303541189
0.34	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.35	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.36	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.37	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.10866303541189
0.38	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.39	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.4	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.10866303541189
0.41	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.42	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.43	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.44	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.45	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.46	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.47	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.10866303541189
0.48	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
0.49	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.47760684833333	0.0680698283333333	6.1086630354119
