#dist_cut	num_seqs	num_clusters	num_clusters(recip_simpson_index)	avg_intra_clust_phylo_dist_phylum(norm_shannon_index)	avg_inter_clust_phylo_dist_phylum(norm_shannon_index)	avg_intra_clust_phylo_dist_order(norm_shannon_index)	avg_inter_clust_phylo_dist_order(norm_shannon_index)	avg_silhouette_width	avg_inter_clust_dist	avg_intra_clust_dist	dunn_index
0	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.01	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.02	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.03	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.04	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.05	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.06	6	6	6	0	0	0	0.512802823767298	0.666666666666667	0.936925453333333	0	0.127531
0.07	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.08	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.09	6	6	6	0	0	0	0.512802823767298	0.833333333333333	0.936925453333333	0	0.127531
0.1	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.11	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.12	6	6	6	0	0	0	0.512802823767298	1	0.936925453333333	0	0.127531
0.13	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.14	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.15	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.16	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.17	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.18	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.19	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.2	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.21	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.22	6	5	4.5	0	0	0	0.602793950417635	0.2	1.044112213	0.0255062	3.01183045690852
0.23	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.24	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.25	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.26	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.27	6	5	4.5	0	0	0	0.602793950417635	0.2	1.044112213	0.0255062	3.01183045690852
0.28	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.29	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.3	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.31	6	5	4.5	0	0	0	0.602793950417635	0.2	1.044112213	0.0255062	3.01183045690852
0.32	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.33	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.34	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.35	6	5	4.5	0	0	0	0.602793950417635	0.6	1.044112213	0.0255062	3.01183045690852
0.36	6	5	4.5	0	0	0	0.602793950417635	0.4	1.044112213	0.0255062	3.01183045690852
0.37	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.38	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.39	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.4	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.41	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.42	6	4	3	0	0	0	0.720815680308939	0.5	1.30390593888889	0.0746445416666667	1.7762248300138
0.43	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.44	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.45	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.46	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.47	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.48	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.49	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.5	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
0.51	6	3	2	0	0	0	0.883009589382484	0.333333333333333	1.43022591416667	0.138153353333333	2.37735409293721
